entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
264,364,3,[[3]],"[-0.1047574058175087, 0.17983676493167877, 0.10193109512329102, 0.1026124507188797, 0.006998627912253141, 0.1011989638209343, 0.0002120761200785637, 0.0010206135921180248, 0.11289329081773758, 0.12468942999839783, -0.06362278014421463, 0.007482090499252081, -0.015186729840934277, 0.13156744837760925, 0.05556663125753403, 0.02064792439341545, -0.1511961966753006, -0.027585351839661598, -0.24728187918663025, 0.16319574415683746, 0.051676686853170395, 0.04076242446899414, 0.0730680450797081, -0.16404157876968384, -0.08721962571144104, -0.14864714443683624, 0.1608630120754242, -0.020988384261727333, 0.05487852543592453, -0.1439974009990692]",3,"[0.0104109247191718, 0.1162864138697162, 0.05499456631891539, 0.8183080950921966]",3,"[0.0, 0.052, 0.028, 0.92]",3,"[0.00037600708118260413, 0.0041578712215359775, 0.0006413858489905629, 0.9948247358482906]",3,"[0.0010450927074998617, 0.0015641602221876383, 0.00185569713357836, 0.9955350160598755]"
309,300,0,[[0]],"[-0.0918770357966423, -0.007516153622418642, -0.2341110110282898, -0.07456385344266891, 0.029972350224852562, -0.154891699552536, 0.13999515771865845, 0.05000638589262962, 0.015861190855503082, 0.13070933520793915, -0.03475054353475571, 0.25109222531318665, -0.020041009411215782, -0.18853889405727386, -0.1172715425491333, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8626077032008613, 0.02800647462184499, 0.07509360456000956, 0.034292217617284106]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9974950836030818, 0.0013788712911005961, 0.0004370630069892036, 0.0006889820988279367]",0,"[0.9930958151817322, 0.0019046609522774816, 0.003612983040511608, 0.0013865031069144607]"
267,200,0,[[0]],"[-0.12115610390901566, 0.03276559337973595, -0.14143052697181702, 0.10601042956113815, -0.039227910339832306, 0.0031132802832871675, -0.0959850624203682, -0.14364071190357208, 0.14316007494926453, 0.1101861447095871, -0.0062407501973211765, -0.08076679706573486, -0.055458568036556244, 0.0038251145742833614, -0.12601833045482635, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8621565589549592, 0.05942925557806731, 0.035593478299852224, 0.04282070716712127]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9969202932660851, 0.002066210094676677, 0.00032491155515157564, 0.0006885850840864308]",0,"[0.9948101043701172, 0.0024914692621678114, 0.0010568612487986684, 0.0016414929414168]"
97,197,1,[[3]],"[-0.06713378429412842, 0.034692104905843735, -0.0752931460738182, 0.060926053673028946, 0.027588242664933205, 0.10458080470561981, -0.05963010713458061, 0.0655803456902504, 0.04913466423749924, 0.12467176467180252, 0.07039167732000351, -0.05776680260896683, 0.03844732046127319, 0.09635177999734879, -0.1308107227087021, -0.0009067921782843769, -0.14349104464054108, -0.028934940695762634, -0.15358732640743256, 0.07413846999406815, -0.00528956763446331, -0.07466556131839752, -0.20151592791080475, -0.11092736572027206, 0.039107341319322586, -0.08102171123027802, 0.014655625447630882, -0.03153980150818825, 0.0899663120508194, 0.10445725172758102]",3,"[0.046084953690337896, 0.20105984329356322, 0.07846732572618818, 0.6743878772899107]",3,"[0.006, 0.327, 0.167, 0.5]",2,"[0.013104929281359364, 0.332215669647587, 0.36365291349560835, 0.2910264875754454]",3,"[0.007332117762416601, 0.14850297570228577, 0.07231399416923523, 0.7718509435653687]"
151,100,0,[[0]],"[0.1967410296201706, -0.05871151015162468, 0.03800494596362114, -0.20155812799930573, 0.013621344231069088, -0.15008217096328735, 0.029087474569678307, -0.11330954730510712, 0.1433795541524887, 0.033235374838113785, -0.06284038722515106, 0.07623741775751114, -0.08973659574985504, -0.1358792930841446, -0.002945795189589262, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8132642225317595, 0.02229195491585375, 0.1418567845541403, 0.022587037998246386]",0,"[0.999, 0.0, 0.0, 0.001]",0,"[0.9980001781494469, 0.0009344907309566013, 0.0003760001457653792, 0.0006893309738313136]",0,"[0.994623064994812, 0.0013760436559095979, 0.0026678317226469517, 0.0013330276124179363]"
73,373,3,[[2]],"[0.6891660094261169, 0.40073153376579285, 0.4736074209213257, 0.023340895771980286, -0.10601416230201721, -0.5219200253486633, -0.07477910071611404, -0.5839234590530396, -0.33302828669548035, -0.7011983394622803, -0.5299223065376282, 0.6802082657814026, -0.08154337108135223, -0.14867988228797913, 0.43763890862464905, 0.07036183029413223, -0.07240020483732224, -0.1660468578338623, -0.13080736994743347, 0.11970547586679459, -0.16832804679870605, 0.002912221010774374, -0.18611305952072144, -0.02890312857925892, 0.01734890602529049, 0.034154098480939865, 0.0794123113155365, -0.014518894255161285, -0.16289521753787994, -0.01622842811048031]",2,"[0.035017096440431196, 0.16114487574819022, 0.5546729812539812, 0.24916504655739743]",3,"[0.0, 0.271, 0.094, 0.635]",3,"[0.0003446913283796483, 0.06677019107341636, 0.001563130173195552, 0.9313219874250087]",3,"[0.0021595850121229887, 0.04279910400509834, 0.008210540749132633, 0.9468307495117188]"
388,300,0,[[0]],"[0.11617833375930786, 0.09289545565843582, 0.040130287408828735, 0.08532347530126572, 0.04695003479719162, -0.15902823209762573, -0.038166895508766174, 0.07507205754518509, -0.025240853428840637, -0.030312208458781242, -0.13492926955223083, 0.07381509989500046, -0.16439884901046753, -0.03240242972970009, -0.15309719741344452, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8256381029969179, 0.10083973408786714, 0.02636354393533032, 0.047158618979884714]",0,"[0.999, 0.001, 0.0, 0.0]",0,"[0.996635913032667, 0.00235087943687575, 0.0003248188712885641, 0.0006883886591683466]",0,"[0.994247317314148, 0.00358218583278358, 0.001176689867861569, 0.0009938126895576715]"
34,0,0,[[0]],"[0.027507388964295387, -0.14228585362434387, 0.014369278214871883, 0.1949867606163025, 0.04047254100441933, 0.11606809496879578, 0.00852053239941597, 0.012987831607460976, -0.062169913202524185, 0.0014754777075722814, -0.2349349558353424, 0.01002685260027647, -0.022295905277132988, 0.04388349503278732, -0.10513895004987717, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8107021040282294, 0.14838625467895142, 0.025030361147611774, 0.015881280145207233]",0,"[0.998, 0.002, 0.0, 0.0]",0,"[0.9968558085540095, 0.002140639517478695, 0.00032489053859867183, 0.0006786613899133344]",0,"[0.9920668601989746, 0.005514615681022406, 0.0011869878508150578, 0.001231514848768711]"
6,0,0,[[0]],"[-0.20517635345458984, 0.059327609837055206, 0.14307455718517303, 0.06317351013422012, 0.025712190195918083, 0.1641359031200409, -0.03513532876968384, -0.19317510724067688, 0.04975440353155136, -0.026806967332959175, 0.24878552556037903, -0.021836042404174805, -0.007084613665938377, 0.08187733590602875, 0.022400304675102234, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8848833776776012, 0.03984044530693361, 0.03453654054075314, 0.04073963647471218]",0,"[0.997, 0.0, 0.002, 0.001]",0,"[0.9974495325504138, 0.0015697133181202224, 0.0003250840423203892, 0.0006556700891454543]",0,"[0.9950226545333862, 0.002165457932278514, 0.001009778119623661, 0.0018021482974290848]"
41,341,3,[[2]],"[0.5794702172279358, -0.6232149004936218, 0.5125557780265808, -0.030848940834403038, -0.27662429213523865, 0.6458669900894165, -0.0038451661821454763, -0.5215404629707336, 0.054725561290979385, 0.5019524097442627, -0.5825226902961731, 0.33856382966041565, 0.5527241826057434, -0.3538665175437927, -0.5206529498100281, 0.06595003604888916, -0.08012128621339798, -0.1262645274400711, -0.03848801553249359, 0.2346457988023758, -0.19161003828048706, -0.02301630564033985, -0.06825333088636398, -0.1690453439950943, -0.11760986596345901, -0.2531866133213043, 0.06350702792406082, -0.14332589507102966, -0.010777249000966549, 0.07870089262723923]",3,"[0.02097719735234891, 0.23447406441692722, 0.07738336111629575, 0.6671653771144282]",3,"[0.002, 0.197, 0.088, 0.713]",3,"[0.001295086856868925, 0.03937682726156313, 0.012596463920426572, 0.9467316219611416]",3,"[0.0025190208107233047, 0.009080326184630394, 0.010481885634362698, 0.977918803691864]"
37,0,0,[[2]],"[0.37106388807296753, -0.6737626791000366, 0.5841909050941467, 0.3761529326438904, -0.5488364100456238, -0.4721962511539459, 0.05220150575041771, -0.7017576694488525, -0.5499368906021118, -0.5389257669448853, -0.6360253691673279, 0.1804225742816925, 0.4782504737377167, -0.25346213579177856, 0.5545101761817932, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.5588065527608645, 0.16082453942161912, 0.2783585681303025, 0.002010339687213818]",0,"[0.971, 0.018, 0.01, 0.001]",0,"[0.9857975414616597, 0.013216885616870325, 0.0003707313190741652, 0.0006148416023955761]",0,"[0.9846412539482117, 0.008539143018424511, 0.0043440284207463264, 0.002475534100085497]"
134,100,0,[[0]],"[0.027940165251493454, 0.026332084089517593, -0.04561220109462738, -0.006588986609131098, -0.08352238684892654, -0.09686234593391418, 0.09917622059583664, 0.004164251498878002, 0.11662959307432175, -0.13356663286685944, 0.059877511113882065, 0.16248781979084015, -0.00984770618379116, 0.07263941317796707, 0.06291164457798004, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.838879938095, 0.02744893320371501, 0.09895556658731455, 0.03471556211397055]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9979924348841738, 0.0009344834804472492, 0.0003837560099161322, 0.000689325625462939]",0,"[0.9948055148124695, 0.001351162325590849, 0.002277732826769352, 0.0015655524330213666]"
136,100,0,[[0]],"[-0.02735290117561817, 0.030507856979966164, 0.13470929861068726, 0.04467003047466278, 0.11208602041006088, 0.02556430920958519, -0.09346260875463486, -0.11699400097131729, 0.016685867682099342, -0.09873160719871521, -0.013822220265865326, 0.08279415220022202, 0.07550277560949326, 0.13854146003723145, 0.035922903567552567, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.844753672107728, 0.07781844952622953, 0.04806548316208196, 0.029362395203960355]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9980860832165563, 0.0008992349700200498, 0.0003252915039081077, 0.0006893903095156794]",0,"[0.9962701797485352, 0.0014742400962859392, 0.0011119332630187273, 0.0011436620261520147]"
228,200,0,[[0]],"[-0.2525835335254669, 0.20398308336734772, 0.11060057580471039, 0.18089815974235535, -0.00047717243432998657, -0.017268970608711243, -0.06711434572935104, 0.14977248013019562, 0.07480188459157944, 0.27101290225982666, 0.1653490513563156, -0.10769584774971008, -0.12612085044384003, -0.029724828898906708, 0.12446001917123795, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8370680710593488, 0.039166058074574364, 0.032155126068917156, 0.09161074479715979]",0,"[0.997, 0.002, 0.001, 0.0]",0,"[0.9970521162549382, 0.0019769241593828786, 0.0003249545182777178, 0.0006460050674014626]",0,"[0.9928268194198608, 0.002836979692801833, 0.001868247170932591, 0.0024679519701749086]"
246,346,3,[[3]],"[0.004296811297535896, 0.10693208128213882, -0.1129794791340828, -0.09047038108110428, 0.10505208373069763, 0.13088315725326538, 0.009002522565424442, 0.03442796319723129, 0.027048446238040924, -0.11803898960351944, 0.10438330471515656, 0.06645476818084717, -0.12512797117233276, 0.007253614254295826, 0.09248608350753784, -0.056903183460235596, 0.04178447276353836, -0.03486223518848419, 0.003000142751261592, 0.12704026699066162, -0.06362750381231308, 0.10077210515737534, 0.0811157375574112, -0.1409071534872055, -0.05476640909910202, -0.125252366065979, 0.20363590121269226, 0.03821781277656555, -0.0500919334590435, -0.1192774698138237]",3,"[0.053894218324354225, 0.04253098713446269, 0.1266453160170817, 0.7769294785241014]",3,"[0.0, 0.025, 0.045, 0.93]",3,"[0.0003903876201806529, 0.0013669538683644788, 0.0005128771312980133, 0.9977297813801572]",3,"[0.001163029344752431, 0.0008724766667000949, 0.0015214899322018027, 0.996442973613739]"
145,245,2,[[2]],"[0.11113877594470978, -0.0902271643280983, 0.039825234562158585, -0.08801261335611343, 0.02157614752650261, -0.08724160492420197, -0.15843823552131653, -0.04378015547990799, 0.1007288470864296, 0.1346234530210495, -0.0498168058693409, -0.11642929911613464, -0.1578928679227829, -0.016793224960565567, -0.16012917459011078, -0.07005419582128525, -0.11836621165275574, 0.06281191855669022, -0.0632726177573204, 0.12911075353622437, 0.17278914153575897, -0.15687325596809387, -0.018882472068071365, 0.14058563113212585, 0.0012229987187311053, -0.04074063524603844, 0.010344878770411015, 0.04989839717745781, 0.1757475733757019, -0.03484315425157547]",2,"[0.01673519628542624, 0.24386400847653228, 0.45839350987262195, 0.2810072853654195]",2,"[0.0, 0.269, 0.472, 0.259]",2,"[0.005353801195523293, 0.11527320452246266, 0.8039256335887985, 0.07544736069321552]",2,"[0.011243428103625774, 0.120683453977108, 0.6894200444221497, 0.17865312099456787]"
380,300,0,[[0]],"[-0.19430316984653473, -0.04625619202852249, -0.05986837297677994, -0.024490399286150932, 0.2039472460746765, 0.028343018144369125, 0.10110427439212799, 0.12673889100551605, 0.08059535920619965, -0.014655948616564274, -0.15628783404827118, 0.16291886568069458, 0.028667699545621872, -0.05865888670086861, 0.0838436409831047, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8629682496356631, 0.049376030234040566, 0.05312503863383489, 0.03453068149646148]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.997549730952638, 0.0013227283479441791, 0.0004385208549945121, 0.0006890198444230895]",0,"[0.9937040209770203, 0.0023922151885926723, 0.002647491404786706, 0.001256242161616683]"
272,372,3,[[2]],"[0.06729096919298172, 0.05801444873213768, 0.00526388781145215, 0.008494172245264053, -0.008205891586840153, 0.061660826206207275, -0.08272303640842438, -0.07756493240594864, 0.05849650129675865, 0.12767808139324188, -0.08846987783908844, -0.013089277781546116, 0.0528578944504261, -0.054714467376470566, 0.10220050811767578, 0.08463168144226074, -0.05090276896953583, 0.16958646476268768, -0.16500253975391388, 0.1471806913614273, 0.041463322937488556, -0.10667327046394348, 0.06986774504184723, 0.10830576717853546, -0.10134229063987732, 0.002764185192063451, 0.1925591081380844, -0.04784775525331497, 0.1993839591741562, -0.20740635693073273]",3,"[0.005394747925443205, 0.16970034887134589, 0.408862227864568, 0.4160426753386428]",2,"[0.0, 0.247, 0.461, 0.292]",2,"[0.0070854923606283055, 0.19183599271218488, 0.7257014047567393, 0.0753771101704477]",2,"[0.010611310601234436, 0.04514653608202934, 0.7463099956512451, 0.197932168841362]"
